input_name,db,acc_id,acc_name,kingdom,phylum,order,class,family,genus,syn_id,syn_name
Eriogonum latifolium,gbif,GBIF:2889500,Eriogonum latifolium,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Polygonaceae,Eriogonum,NA,NA
Hazardia squarrosa,gbif,GBIF:5389275,Hazardia squarrosa,Plantae,Tracheophyta,Asterales,Magnoliopsida,Asteraceae,Hazardia,NA,NA
Heteromeles arbutifolia,gbif,GBIF:5370154,Heteromeles arbutifolia,Plantae,Tracheophyta,Rosales,Magnoliopsida,Rosaceae,Heteromeles,NA,NA
Isocoma acradenia,gbif,GBIF:3099243,Isocoma acradenia,Plantae,Tracheophyta,Asterales,Magnoliopsida,Asteraceae,Isocoma,NA,NA
Isocoma menziesii,gbif,GBIF:3099285,Isocoma menziesii,Plantae,Tracheophyta,Asterales,Magnoliopsida,Asteraceae,Isocoma,NA,NA
Larrea tridentata,gbif,GBIF:7568403,Larrea tridentata,Plantae,Tracheophyta,Zygophyllales,Magnoliopsida,Zygophyllaceae,Larrea,NA,NA
Lepechinia calycina,gbif,GBIF:2926569,Lepechinia calycina,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Lamiaceae,Lepechinia,NA,NA
Lonicera hispidula,gbif,GBIF:7532185,Lonicera hispidula,Plantae,Tracheophyta,Dipsacales,Magnoliopsida,Caprifoliaceae,Lonicera,NA,NA
Mimulus aurantiacus,gbif,GBIF:7333433,Mimulus aurantiacus,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Phrymaceae,Mimulus,NA,NA
Prunus ilicifolia,gbif,GBIF:3020610,Prunus ilicifolia,Plantae,Tracheophyta,Rosales,Magnoliopsida,Rosaceae,Prunus,NA,NA
Quercus agrifolia,gbif,GBIF:2880791,Quercus agrifolia,Plantae,Tracheophyta,Fagales,Magnoliopsida,Fagaceae,Quercus,NA,NA
Ribes californicum,gbif,GBIF:2986175,Ribes californicum,Plantae,Tracheophyta,Saxifragales,Magnoliopsida,Grossulariaceae,Ribes,NA,NA
Salvia dorrii,gbif,GBIF:2927059,Salvia dorrii,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Lamiaceae,Salvia,NA,NA
Salvia leucophylla,gbif,GBIF:2927023,Salvia leucophylla,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Lamiaceae,Salvia,NA,NA
Salvia mellifera,gbif,GBIF:2926986,Salvia mellifera,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Lamiaceae,Salvia,NA,NA
Salvia mohavensis,gbif,GBIF:2926993,Salvia mohavensis,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Lamiaceae,Salvia,NA,NA
Toxicodendron diversilobum,gbif,GBIF:3190621,Toxicodendron diversilobum,Plantae,Tracheophyta,Sapindales,Magnoliopsida,Anacardiaceae,Toxicodendron,NA,NA
Silene acaulis,gbif,GBIF:5384754,Silene acaulis,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Caryophyllaceae,Silene,NA,NA
Bromus rubens,gbif,GBIF:2703740,Bromus rubens,Plantae,Tracheophyta,Poales,Liliopsida,Poaceae,Bromus,NA,NA
Bromus tectorum,gbif,GBIF:2703746,Bromus tectorum,Plantae,Tracheophyta,Poales,Liliopsida,Poaceae,Bromus,NA,NA
Acer saccharum,gbif,GBIF:3189859,Acer saccharum,Plantae,Tracheophyta,Sapindales,Magnoliopsida,Sapindaceae,Acer,NA,NA
Castanea dentata,gbif,GBIF:5333230,Castanea dentata,Plantae,Tracheophyta,Fagales,Magnoliopsida,Fagaceae,Castanea,NA,NA
Quercus rubra,gbif,GBIF:2880539,Quercus rubra,Plantae,Tracheophyta,Fagales,Magnoliopsida,Fagaceae,Quercus,NA,NA
Sphagnum fuscum,gbif,GBIF:2669215,Sphagnum fuscum,Plantae,Bryophyta,Sphagnales,Sphagnopsida,Sphagnaceae,Sphagnum,NA,NA
Sphagnum magellanicum,gbif,GBIF:2669001,Sphagnum magellanicum,Plantae,Bryophyta,Sphagnales,Sphagnopsida,Sphagnaceae,Sphagnum,NA,NA
Sphagnum subsecundum,gbif,GBIF:2668981,Sphagnum subsecundum,Plantae,Bryophyta,Sphagnales,Sphagnopsida,Sphagnaceae,Sphagnum,NA,NA
Sphagnum teres,gbif,GBIF:2669224,Sphagnum teres,Plantae,Bryophyta,Sphagnales,Sphagnopsida,Sphagnaceae,Sphagnum,NA,NA
Sphagnum capillifolium,gbif,GBIF:8227194,Sphagnum capillifolium,Plantae,Bryophyta,Sphagnales,Sphagnopsida,Sphagnaceae,Sphagnum,NA,NA
Cladophora hutchinsiae,gbif,GBIF:5272575,Cladophora hutchinsiae,Plantae,Chlorophyta,Cladophorales,Ulvophyceae,Cladophoraceae,Cladophora,NA,NA
Umbraulva dangeardii,gbif,GBIF:7378644,Umbraulva dangeardii,Plantae,Chlorophyta,Ulvales,Ulvophyceae,Ulvaceae,Umbraulva,NA,NA
Gayralia oxysperma,gbif,GBIF:2645412,Gayralia oxysperma,Plantae,Chlorophyta,Ulvales,Ulvophyceae,Gayraliaceae,Gayralia,NA,NA
Ulva fenestrata,gbif,GBIF:5273511,Ulva fenestrata,Plantae,Chlorophyta,Ulvales,Ulvophyceae,Ulvaceae,Ulva,NA,NA
Blidingia minima,gbif,GBIF:2645670,Blidingia minima,Plantae,Chlorophyta,Ulvales,Ulvophyceae,Kornmanniaceae,Blidingia,NA,NA
Bryopsis hypnoides,gbif,GBIF:5272051,Bryopsis hypnoides,Plantae,Chlorophyta,Bryopsidales,Ulvophyceae,Bryopsidaceae,Bryopsis,NA,NA
Chaetomorpha melagonium,gbif,GBIF:2644517,Chaetomorpha melagonium,Plantae,Chlorophyta,Cladophorales,Ulvophyceae,Cladophoraceae,Chaetomorpha,NA,NA
Cladophora rupestris,gbif,GBIF:5272898,Cladophora rupestris,Plantae,Chlorophyta,Cladophorales,Ulvophyceae,Cladophoraceae,Cladophora,NA,NA
Codium fragile,gbif,GBIF:5272096,Codium fragile,Plantae,Chlorophyta,Bryopsidales,Ulvophyceae,Codiaceae,Codium,NA,NA
Rhizoclonium riparium,gbif,GBIF:2643576,Rhizoclonium riparium,Plantae,Chlorophyta,Cladophorales,Ulvophyceae,Cladophoraceae,Rhizoclonium,NA,NA
Ulva curvata,gbif,GBIF:5273367,Ulva curvata,Plantae,Chlorophyta,Ulvales,Ulvophyceae,Ulvaceae,Ulva,NA,NA
Ulva prolifera,gbif,GBIF:5273366,Ulva prolifera,Plantae,Chlorophyta,Ulvales,Ulvophyceae,Ulvaceae,Ulva,NA,NA
Heloderma suspectum,gbif,GBIF:2460817,Heloderma suspectum,Animalia,Chordata,Squamata,Reptilia,Helodermatidae,Heloderma,NA,NA
Apalone ferox,gbif,GBIF:2442665,Apalone ferox,Animalia,Chordata,Testudines,Reptilia,Trionychidae,Apalone,NA,NA
Clupea harengus,gbif,GBIF:8351946,Clupea harengus,Animalia,Chordata,Clupeiformes,Actinopterygii,Clupeidae,Clupea,NA,NA
Gobiesox strumosus,gbif,GBIF:2411317,Gobiesox strumosus,Animalia,Chordata,Gobiesociformes,Actinopterygii,Gobiesocidae,Gobiesox,NA,NA
Lucania parva,gbif,GBIF:2349567,Lucania parva,Animalia,Chordata,Cyprinodontiformes,Actinopterygii,Fundulidae,Lucania,NA,NA
Testudo hermanni,gbif,GBIF:2441454,Testudo hermanni,Animalia,Chordata,Testudines,Reptilia,Testudinidae,Testudo,NA,NA
Clinocottus globiceps,gbif,GBIF:2333870,Clinocottus globiceps,Animalia,Chordata,Scorpaeniformes,Actinopterygii,Cottidae,Clinocottus,NA,NA
Oligocottus maculosus,gbif,GBIF:2333746,Oligocottus maculosus,Animalia,Chordata,Scorpaeniformes,Actinopterygii,Cottidae,Oligocottus,NA,NA
Leptocottus armatus,gbif,GBIF:2333923,Leptocottus armatus,Animalia,Chordata,Scorpaeniformes,Actinopterygii,Cottidae,Leptocottus,NA,NA
Gillichthys mirabilis,gbif,GBIF:2378639,Gillichthys mirabilis,Animalia,Chordata,Perciformes,Actinopterygii,Gobiidae,Gillichthys,NA,NA
Gobius paganellus,gbif,GBIF:8196993,Gobius paganellus,Animalia,Chordata,Perciformes,Actinopterygii,Gobiidae,Gobius,NA,NA
Mullus barbatus,gbif,GBIF:4284897,Mullus barbatus,Animalia,Chordata,Perciformes,Actinopterygii,Mullidae,Mullus,NA,NA
Mullus surmuletus,gbif,GBIF:2396862,Mullus surmuletus,Animalia,Chordata,Perciformes,Actinopterygii,Mullidae,Mullus,NA,NA
Scorpaena porcus,gbif,GBIF:2334600,Scorpaena porcus,Animalia,Chordata,Scorpaeniformes,Actinopterygii,Scorpaenidae,Scorpaena,NA,NA
Platichthys flesus,gbif,GBIF:2409330,Platichthys flesus,Animalia,Chordata,Pleuronectiformes,Actinopterygii,Pleuronectidae,Platichthys,NA,NA
Erethizon dorsatum,gbif,NA,NA,Animalia,Chordata,Rodentia,Mammalia,Erethizontidae,Erethizon,GBIF:6066824,Erethizon dorsatum
Tigriopus fulvus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dictyopteris ligulata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myagropsis myagroides,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sargassum macrocarpum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sargassum micracanthum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sargassum patens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leathesia difformis�,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Macrocystis integrifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saccharina groenlandica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saccharina sessilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laminaria latissima,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Halosiphon tomentosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphacelaria radicans,gbif,NA,NA,Chromista,Ochrophyta,Sphacelariales,Phaeophyceae,Stypocaulaceae,Protohalopteris,GBIF:7637445,Sphacelaria radicans
Sphacelaria radicans,gbif,NA,NA,Chromista,Ochrophyta,Sphacelariales,Phaeophyceae,Stypocaulaceae,Protohalopteris,GBIF:7637445,Sphacelaria radicans
Sphacelaria radicans,gbif,NA,NA,Chromista,Ochrophyta,Sphacelariales,Phaeophyceae,Stypocaulaceae,Protohalopteris,GBIF:7637445,Sphacelaria radicans
Stilophora rhizodes,gbif,NA,NA,Chromista,Ochrophyta,Ectocarpales,Phaeophyceae,Chordariaceae,Stilophora,GBIF:5423079,Stilophora rhizodes
Desmarestia munda,gbif,NA,NA,Chromista,Ochrophyta,Desmarestiales,Phaeophyceae,Desmarestiaceae,Desmarestia,GBIF:8402529,Desmarestia munda
Desmarestia willii,gbif,NA,NA,Chromista,Ochrophyta,Desmarestiales,Phaeophyceae,Desmarestiaceae,Desmarestia,GBIF:5423364,Desmarestia willii
Saccharina bongardiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cercocarpus betuloides,gbif,NA,NA,Plantae,Tracheophyta,Rosales,Magnoliopsida,Rosaceae,Cercocarpus,GBIF:3001912,Cercocarpus betuloides
Cercocarpus betuloides,gbif,NA,NA,Plantae,Tracheophyta,Rosales,Magnoliopsida,Rosaceae,Cercocarpus,GBIF:3001924,Cercocarpus betuloides
Encella alifornica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Encella farinosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marah fabaceus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhamnus californica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhamnus crocea,gbif,NA,NA,Plantae,Tracheophyta,Rosales,Magnoliopsida,Rhamnaceae,Endotropis,GBIF:9475547,Rhamnus crocea
Sambucus mexicana,gbif,NA,NA,Plantae,Tracheophyta,Dipsacales,Magnoliopsida,Adoxaceae,Sambucus,GBIF:2888728,Sambucus mexicana
Sambucus mexicana,gbif,NA,NA,Plantae,Tracheophyta,Dipsacales,Magnoliopsida,Adoxaceae,Sambucus,GBIF:6369819,Sambucus mexicana
Sambucus mexicana,gbif,NA,NA,Plantae,Tracheophyta,Dipsacales,Magnoliopsida,Adoxaceae,Sambucus,GBIF:6369819,Sambucus mexicana
Sphagnum baltican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cladophora pellucida,gbif,NA,NA,Plantae,Chlorophyta,Cladophorales,Ulvophyceae,Cladophoraceae,Lychaete,GBIF:11040384,Cladophora pellucida
Monostroma undulatum,gbif,NA,NA,Plantae,Chlorophyta,Ulvales,Ulvophyceae,Gayraliaceae,Protomonostroma,GBIF:2645255,Monostroma undulatum
Apeltes quadracus�,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pleuronectus platessa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
