input_name,db,acc_id,acc_name,kingdom,phylum,order,class,family,genus,syn_id,syn_name
Dudresnaya verticillata,gbif,GBIF:5279318,Dudresnaya verticillata,Plantae,Rhodophyta,Gigartinales,Florideophyceae,Dumontiaceae,Dudresnaya,NA,NA
Halurus flosculosus,gbif,GBIF:2658766,Halurus flosculosus,Plantae,Rhodophyta,Ceramiales,Florideophyceae,Wrangeliaceae,Halurus,NA,NA
Halymenia latifolia,gbif,GBIF:2656385,Halymenia latifolia,Plantae,Rhodophyta,Halymeniales,Florideophyceae,Halymeniaceae,Halymenia,NA,NA
Heterosiphonia plumosa,gbif,GBIF:2658992,Heterosiphonia plumosa,Plantae,Rhodophyta,Ceramiales,Florideophyceae,Dasyaceae,Heterosiphonia,NA,NA
Kallymenia reniformis,gbif,GBIF:2666738,Kallymenia reniformis,Plantae,Rhodophyta,Gigartinales,Florideophyceae,Kallymeniaceae,Kallymenia,NA,NA
Membranoptera alata,gbif,GBIF:8920944,Membranoptera alata,Plantae,Rhodophyta,Ceramiales,Florideophyceae,Delesseriaceae,Membranoptera,NA,NA
Palmaria palmata,gbif,GBIF:7843860,Palmaria palmata,Plantae,Rhodophyta,Palmariales,Florideophyceae,Palmariaceae,Palmaria,NA,NA
Pleonosporium borreri,gbif,GBIF:2658677,Pleonosporium borreri,Plantae,Rhodophyta,Ceramiales,Florideophyceae,Wrangeliaceae,Pleonosporium,NA,NA
Polysiphonia elongata,gbif,GBIF:5277665,Polysiphonia elongata,Plantae,Rhodophyta,Ceramiales,Florideophyceae,Rhodomelaceae,Polysiphonia,NA,NA
Pterothamnion plumula,gbif,GBIF:2657052,Pterothamnion plumula,Plantae,Rhodophyta,Ceramiales,Florideophyceae,Ceramiaceae,Pterothamnion,NA,NA
Rhodophyllis divaricata,gbif,GBIF:2667707,Rhodophyllis divaricata,Plantae,Rhodophyta,Gigartinales,Florideophyceae,Cystocloniaceae,Rhodophyllis,NA,NA
Rhodymenia pseudopalmata,gbif,GBIF:2663303,Rhodymenia pseudopalmata,Plantae,Rhodophyta,Rhodymeniales,Florideophyceae,Rhodymeniaceae,Rhodymenia,NA,NA
Sphondylothamnion multifidum,gbif,GBIF:2658352,Sphondylothamnion multifidum,Plantae,Rhodophyta,Ceramiales,Florideophyceae,Wrangeliaceae,Sphondylothamnion,NA,NA
Aglaothamnion hookeri,gbif,GBIF:2656939,Aglaothamnion hookeri,Plantae,Rhodophyta,Ceramiales,Florideophyceae,Callithamniaceae,Aglaothamnion,NA,NA
Chondracanthus intermedius,gbif,GBIF:5279147,Chondracanthus intermedius,Plantae,Rhodophyta,Gigartinales,Florideophyceae,Gigartinaceae,Chondracanthus,NA,NA
Callophyllis flabellulata,gbif,GBIF:2666609,Callophyllis flabellulata,Plantae,Rhodophyta,Gigartinales,Florideophyceae,Kallymeniaceae,Callophyllis,NA,NA
Plocamium cartilagineum,gbif,GBIF:5278595,Plocamium cartilagineum,Plantae,Rhodophyta,Plocamiales,Florideophyceae,Plocamiaceae,Plocamium,NA,NA
Polyneura latissima,gbif,GBIF:5278311,Polyneura latissima,Plantae,Rhodophyta,Ceramiales,Florideophyceae,Delesseriaceae,Polyneura,NA,NA
Sarcodiotheca gaudichaudii,gbif,GBIF:2668224,Sarcodiotheca gaudichaudii,Plantae,Rhodophyta,Gigartinales,Florideophyceae,Solieriaceae,Sarcodiotheca,NA,NA
Schizymenia pacifica,gbif,GBIF:2665966,Schizymenia pacifica,Plantae,Rhodophyta,Nemastomatales,Florideophyceae,Schizymeniaceae,Schizymenia,NA,NA
Ahnfeltiopsis linearis,gbif,GBIF:2667212,Ahnfeltiopsis linearis,Plantae,Rhodophyta,Gigartinales,Florideophyceae,Phyllophoraceae,Ahnfeltiopsis,NA,NA
Chondracanthus exasperatus,gbif,GBIF:5279162,Chondracanthus exasperatus,Plantae,Rhodophyta,Gigartinales,Florideophyceae,Gigartinaceae,Chondracanthus,NA,NA
Constantinea subulifera,gbif,GBIF:2666960,Constantinea subulifera,Plantae,Rhodophyta,Gigartinales,Florideophyceae,Dumontiaceae,Constantinea,NA,NA
Cryptopleura ruprechtiana,gbif,GBIF:5278325,Cryptopleura ruprechtiana,Plantae,Rhodophyta,Ceramiales,Florideophyceae,Delesseriaceae,Cryptopleura,NA,NA
Endocladia muricata,gbif,GBIF:2667610,Endocladia muricata,Plantae,Rhodophyta,Gigartinales,Florideophyceae,Endocladiaceae,Endocladia,NA,NA
Halosaccion americanum,gbif,GBIF:2668577,Halosaccion americanum,Plantae,Rhodophyta,Palmariales,Florideophyceae,Palmariaceae,Halosaccion,NA,NA
Iridaea cordata,gbif,GBIF:2666222,Iridaea cordata,Plantae,Rhodophyta,Gigartinales,Florideophyceae,Gigartinaceae,Iridaea,NA,NA
Mastocarpus papillatus,gbif,GBIF:2667316,Mastocarpus papillatus,Plantae,Rhodophyta,Gigartinales,Florideophyceae,Phyllophoraceae,Mastocarpus,NA,NA
Neodilsea borealis,gbif,GBIF:2666978,Neodilsea borealis,Plantae,Rhodophyta,Gigartinales,Florideophyceae,Dumontiaceae,Neodilsea,NA,NA
Neorhodomela larix,gbif,GBIF:2659770,Neorhodomela larix,Plantae,Rhodophyta,Ceramiales,Florideophyceae,Rhodomelaceae,Neorhodomela,NA,NA
Odonthalia floccosa,gbif,GBIF:2660069,Odonthalia floccosa,Plantae,Rhodophyta,Ceramiales,Florideophyceae,Rhodomelaceae,Odonthalia,NA,NA
Opuntiella californica,gbif,GBIF:5279587,Opuntiella californica,Plantae,Rhodophyta,Gigartinales,Florideophyceae,Furcellariaceae,Opuntiella,NA,NA
Sparlingia pertusa,gbif,GBIF:2663094,Sparlingia pertusa,Plantae,Rhodophyta,Rhodymeniales,Florideophyceae,Rhodymeniaceae,Sparlingia,NA,NA
Delesseria sanguinea,gbif,GBIF:2661972,Delesseria sanguinea,Plantae,Rhodophyta,Ceramiales,Florideophyceae,Delesseriaceae,Delesseria,NA,NA
Phycodrys rubens,gbif,GBIF:9087373,Phycodrys rubens,Plantae,Rhodophyta,Ceramiales,Florideophyceae,Delesseriaceae,Phycodrys,NA,NA
Ceramium rubrum,gbif,GBIF:8157145,Ceramium rubrum,Plantae,Rhodophyta,Ceramiales,Florideophyceae,Ceramiaceae,Ceramium,NA,NA
Corallina officinalis,gbif,GBIF:5276013,Corallina officinalis,Plantae,Rhodophyta,Corallinales,Florideophyceae,Corallinaceae,Corallina,NA,NA
Ahnfeltia plicata,gbif,GBIF:2663815,Ahnfeltia plicata,Plantae,Rhodophyta,Ahnfeltiales,Florideophyceae,Ahnfeltiaceae,Ahnfeltia,NA,NA
Ceramium deslongchampsii,gbif,GBIF:5276814,Ceramium deslongchampsii,Plantae,Rhodophyta,Ceramiales,Florideophyceae,Ceramiaceae,Ceramium,NA,NA
Cystoclonium purpureum,gbif,GBIF:2667639,Cystoclonium purpureum,Plantae,Rhodophyta,Gigartinales,Florideophyceae,Cystocloniaceae,Cystoclonium,NA,NA
Phyllophora pseudoceranoides,gbif,GBIF:5710381,Phyllophora pseudoceranoides,Plantae,Rhodophyta,Gigartinales,Florideophyceae,Phyllophoraceae,Phyllophora,NA,NA
Plumaria plumosa,gbif,GBIF:5276802,Plumaria plumosa,Plantae,Rhodophyta,Ceramiales,Florideophyceae,Wrangeliaceae,Plumaria,NA,NA
Rhodomela confervoides,gbif,GBIF:2659870,Rhodomela confervoides,Plantae,Rhodophyta,Ceramiales,Florideophyceae,Rhodomelaceae,Rhodomela,NA,NA
Rhodothamniella floridula,gbif,GBIF:2668632,Rhodothamniella floridula,Plantae,Rhodophyta,Palmariales,Florideophyceae,Rhodothamniellaceae,Rhodothamniella,NA,NA
Bonnemaisonia hamifera,gbif,GBIF:2668884,Bonnemaisonia hamifera,Plantae,Rhodophyta,Bonnemaisoniales,Florideophyceae,Bonnemaisoniaceae,Bonnemaisonia,NA,NA
Gracilaria foliifera,gbif,GBIF:5278930,Gracilaria foliifera,Plantae,Rhodophyta,Gracilariales,Florideophyceae,Gracilariaceae,Gracilaria,NA,NA
Gracilaria mammillaris,gbif,GBIF:5278953,Gracilaria mammillaris,Plantae,Rhodophyta,Gracilariales,Florideophyceae,Gracilariaceae,Gracilaria,NA,NA
Gracilaria tikvahiae,gbif,GBIF:5278906,Gracilaria tikvahiae,Plantae,Rhodophyta,Gracilariales,Florideophyceae,Gracilariaceae,Gracilaria,NA,NA
Chondria baileyana,gbif,GBIF:5279766,Chondria baileyana,Plantae,Rhodophyta,Ceramiales,Florideophyceae,Rhodomelaceae,Chondria,NA,NA
Gracilariopsis longissima,gbif,GBIF:2665870,Gracilariopsis longissima,Plantae,Rhodophyta,Gracilariales,Florideophyceae,Gracilariaceae,Gracilariopsis,NA,NA
Eupogodon planus,gbif,GBIF:8287392,Eupogodon planus,Plantae,Rhodophyta,Ceramiales,Florideophyceae,Dasyaceae,Eupogodon,NA,NA
Dumontia contorta,gbif,GBIF:5279349,Dumontia contorta,Plantae,Rhodophyta,Gigartinales,Florideophyceae,Dumontiaceae,Dumontia,NA,NA
Bonnemaisonia asparagoides,gbif,GBIF:2668875,Bonnemaisonia asparagoides,Plantae,Rhodophyta,Bonnemaisoniales,Florideophyceae,Bonnemaisoniaceae,Bonnemaisonia,NA,NA
Cryptopleura ramosa,gbif,GBIF:5278328,Cryptopleura ramosa,Plantae,Rhodophyta,Ceramiales,Florideophyceae,Delesseriaceae,Cryptopleura,NA,NA
Agardhiella subulata,gbif,GBIF:5279568,Agardhiella subulata,Plantae,Rhodophyta,Gigartinales,Florideophyceae,Solieriaceae,Agardhiella,NA,NA
Halurus equisetifolius,gbif,GBIF:2658778,Halurus equisetifolius,Plantae,Rhodophyta,Ceramiales,Florideophyceae,Wrangeliaceae,Halurus,NA,NA
Hypoglossum hypoglossoides,gbif,GBIF:2661577,Hypoglossum hypoglossoides,Plantae,Rhodophyta,Ceramiales,Florideophyceae,Delesseriaceae,Hypoglossum,NA,NA
Calliblepharis ciliata,gbif,GBIF:2667681,Calliblepharis ciliata,Plantae,Rhodophyta,Gigartinales,Florideophyceae,Cystocloniaceae,Calliblepharis,NA,NA
Lomentaria orcadensis,gbif,GBIF:2663523,Lomentaria orcadensis,Plantae,Rhodophyta,Rhodymeniales,Florideophyceae,Lomentariaceae,Lomentaria,NA,NA
Polyneura bonnemaisonii,gbif,GBIF:5278307,Polyneura bonnemaisonii,Plantae,Rhodophyta,Ceramiales,Florideophyceae,Delesseriaceae,Polyneura,NA,NA
Callithamnion tetragonum,gbif,GBIF:2658566,Callithamnion tetragonum,Plantae,Rhodophyta,Ceramiales,Florideophyceae,Callithamniaceae,Callithamnion,NA,NA
Grinnellia americana,gbif,GBIF:5278234,Grinnellia americana,Plantae,Rhodophyta,Ceramiales,Florideophyceae,Delesseriaceae,Grinnellia,NA,NA
Lomentaria articulata,gbif,GBIF:2663537,Lomentaria articulata,Plantae,Rhodophyta,Rhodymeniales,Florideophyceae,Lomentariaceae,Lomentaria,NA,NA
Lomentaria baileyana,gbif,GBIF:8255965,Lomentaria baileyana,Plantae,Rhodophyta,Rhodymeniales,Florideophyceae,Lomentariaceae,Lomentaria,NA,NA
Solieria filiformis,gbif,GBIF:5279613,Solieria filiformis,Plantae,Rhodophyta,Gigartinales,Florideophyceae,Solieriaceae,Solieria,NA,NA
Dasya baillouviana,gbif,GBIF:2659108,Dasya baillouviana,Plantae,Rhodophyta,Ceramiales,Florideophyceae,Dasyaceae,Dasya,NA,NA
Littorina fabalis,gbif,GBIF:4361981,Littorina fabalis,Animalia,Mollusca,Littorinimorpha,Gastropoda,Littorinidae,Littorina,NA,NA
Littorina littorea,gbif,GBIF:2301117,Littorina littorea,Animalia,Mollusca,Littorinimorpha,Gastropoda,Littorinidae,Littorina,NA,NA
Littorina obtusata,gbif,GBIF:2301066,Littorina obtusata,Animalia,Mollusca,Littorinimorpha,Gastropoda,Littorinidae,Littorina,NA,NA
Littorina saxatilis,gbif,GBIF:8116657,Littorina saxatilis,Animalia,Mollusca,Littorinimorpha,Gastropoda,Littorinidae,Littorina,NA,NA
Nucella lapillus,gbif,GBIF:5193449,Nucella lapillus,Animalia,Mollusca,Neogastropoda,Gastropoda,Muricidae,Nucella,NA,NA
Drosophila guttifera,gbif,GBIF:5074574,Drosophila guttifera,Animalia,Arthropoda,Diptera,Insecta,Drosophilidae,Drosophila,NA,NA
Drosophila neotestacea,gbif,GBIF:5074785,Drosophila neotestacea,Animalia,Arthropoda,Diptera,Insecta,Drosophilidae,Drosophila,NA,NA
Drosophila putrida,gbif,GBIF:5073889,Drosophila putrida,Animalia,Arthropoda,Diptera,Insecta,Drosophilidae,Drosophila,NA,NA
Drosophila recens,gbif,GBIF:5073861,Drosophila recens,Animalia,Arthropoda,Diptera,Insecta,Drosophilidae,Drosophila,NA,NA
Agabus brunneus,gbif,GBIF:4469849,Agabus brunneus,Animalia,Arthropoda,Coleoptera,Insecta,Dytiscidae,Agabus,NA,NA
Agabus didymus,gbif,GBIF:4469876,Agabus didymus,Animalia,Arthropoda,Coleoptera,Insecta,Dytiscidae,Agabus,NA,NA
Agabus ramblae,gbif,GBIF:4469855,Agabus ramblae,Animalia,Arthropoda,Coleoptera,Insecta,Dytiscidae,Agabus,NA,NA
Agabus rufulus,gbif,GBIF:4469843,Agabus rufulus,Animalia,Arthropoda,Coleoptera,Insecta,Dytiscidae,Agabus,NA,NA
Camponotus cruentatus,gbif,GBIF:1312486,Camponotus cruentatus,Animalia,Arthropoda,Hymenoptera,Insecta,Formicidae,Camponotus,NA,NA
Camponotus foreli,gbif,GBIF:1313925,Camponotus foreli,Animalia,Arthropoda,Hymenoptera,Insecta,Formicidae,Camponotus,NA,NA
Camponotus sylvaticus,gbif,GBIF:1313121,Camponotus sylvaticus,Animalia,Arthropoda,Hymenoptera,Insecta,Formicidae,Camponotus,NA,NA
Cataglyphis cursor,gbif,GBIF:1319643,Cataglyphis cursor,Animalia,Arthropoda,Hymenoptera,Insecta,Formicidae,Cataglyphis,NA,NA
Messor bouvieri,gbif,GBIF:1316496,Messor bouvieri,Animalia,Arthropoda,Hymenoptera,Insecta,Formicidae,Messor,NA,NA
Messor capitatus,gbif,GBIF:1316432,Messor capitatus,Animalia,Arthropoda,Hymenoptera,Insecta,Formicidae,Messor,NA,NA
Plagiolepis pygmaea,gbif,GBIF:1320777,Plagiolepis pygmaea,Animalia,Arthropoda,Hymenoptera,Insecta,Formicidae,Plagiolepis,NA,NA
Tetramorium semilaeve,gbif,GBIF:1323544,Tetramorium semilaeve,Animalia,Arthropoda,Hymenoptera,Insecta,Formicidae,Tetramorium,NA,NA
Amblyopone pallipes,gbif,GBIF:1327414,Amblyopone pallipes,Animalia,Arthropoda,Hymenoptera,Insecta,Formicidae,Amblyopone,NA,NA
Aphaenogaster fulva,gbif,GBIF:1316082,Aphaenogaster fulva,Animalia,Arthropoda,Hymenoptera,Insecta,Formicidae,Aphaenogaster,NA,NA
Aphaenogaster lamellidens,gbif,GBIF:1315869,Aphaenogaster lamellidens,Animalia,Arthropoda,Hymenoptera,Insecta,Formicidae,Aphaenogaster,NA,NA
Aphaenogaster rudis,gbif,GBIF:9991963,Aphaenogaster rudis,Animalia,Arthropoda,Hymenoptera,Insecta,Formicidae,Aphaenogaster,NA,NA
Camponotus americanus,gbif,GBIF:5033542,Camponotus americanus,Animalia,Arthropoda,Hymenoptera,Insecta,Formicidae,Camponotus,NA,NA
Camponotus castaneus,gbif,GBIF:5034675,Camponotus castaneus,Animalia,Arthropoda,Hymenoptera,Insecta,Formicidae,Camponotus,NA,NA
Camponotus chromaiodes,gbif,GBIF:5034296,Camponotus chromaiodes,Animalia,Arthropoda,Hymenoptera,Insecta,Formicidae,Camponotus,NA,NA
Camponotus herculeanus,gbif,GBIF:1312773,Camponotus herculeanus,Animalia,Arthropoda,Hymenoptera,Insecta,Formicidae,Camponotus,NA,NA
Camponotus novaeboracensis,gbif,GBIF:5033385,Camponotus novaeboracensis,Animalia,Arthropoda,Hymenoptera,Insecta,Formicidae,Camponotus,NA,NA
Camponotus pennsylvanicus,gbif,GBIF:5034116,Camponotus pennsylvanicus,Animalia,Arthropoda,Hymenoptera,Insecta,Formicidae,Camponotus,NA,NA
Crematogaster lineolata,gbif,GBIF:1325146,Crematogaster lineolata,Animalia,Arthropoda,Hymenoptera,Insecta,Formicidae,Crematogaster,NA,NA
Formica aserva,gbif,GBIF:1315095,Formica aserva,Animalia,Arthropoda,Hymenoptera,Insecta,Formicidae,Formica,NA,NA
Formica neogagates,gbif,GBIF:1315165,Formica neogagates,Animalia,Arthropoda,Hymenoptera,Insecta,Formicidae,Formica,NA,NA
Formica obscuripes,gbif,GBIF:1314869,Formica obscuripes,Animalia,Arthropoda,Hymenoptera,Insecta,Formicidae,Formica,NA,NA
Formica pallidefulva,gbif,GBIF:1315043,Formica pallidefulva,Animalia,Arthropoda,Hymenoptera,Insecta,Formicidae,Formica,NA,NA
Formica pergandei,gbif,GBIF:1314961,Formica pergandei,Animalia,Arthropoda,Hymenoptera,Insecta,Formicidae,Formica,NA,NA
Formica podzolica,gbif,GBIF:1314848,Formica podzolica,Animalia,Arthropoda,Hymenoptera,Insecta,Formicidae,Formica,NA,NA
Formica sanguinea,gbif,GBIF:1315006,Formica sanguinea,Animalia,Arthropoda,Hymenoptera,Insecta,Formicidae,Formica,NA,NA
Formica subsericea,gbif,GBIF:1314963,Formica subsericea,Animalia,Arthropoda,Hymenoptera,Insecta,Formicidae,Formica,NA,NA
Lasius alienus,gbif,GBIF:5035777,Lasius alienus,Animalia,Arthropoda,Hymenoptera,Insecta,Formicidae,Lasius,NA,NA
Lasius fallax,gbif,GBIF:5035781,Lasius fallax,Animalia,Arthropoda,Hymenoptera,Insecta,Formicidae,Lasius,NA,NA
Lasius nearcticus,gbif,GBIF:5035827,Lasius nearcticus,Animalia,Arthropoda,Hymenoptera,Insecta,Formicidae,Lasius,NA,NA
Monomorium minimum,gbif,GBIF:1314580,Monomorium minimum,Animalia,Arthropoda,Hymenoptera,Insecta,Formicidae,Monomorium,NA,NA
Myrmecina americana,gbif,GBIF:1315210,Myrmecina americana,Animalia,Arthropoda,Hymenoptera,Insecta,Formicidae,Myrmecina,NA,NA
Myrmica punctiventris,gbif,GBIF:1318778,Myrmica punctiventris,Animalia,Arthropoda,Hymenoptera,Insecta,Formicidae,Myrmica,NA,NA
Pachycondyla chinensis,gbif,GBIF:1319870,Pachycondyla chinensis,Animalia,Arthropoda,Hymenoptera,Insecta,Formicidae,Pachycondyla,NA,NA
Pheidole noda,gbif,GBIF:1321871,Pheidole noda,Animalia,Arthropoda,Hymenoptera,Insecta,Formicidae,Pheidole,NA,NA
Pogonomyrmex barbatus,gbif,GBIF:1325372,Pogonomyrmex barbatus,Animalia,Arthropoda,Hymenoptera,Insecta,Formicidae,Pogonomyrmex,NA,NA
Ponera pennsylvanica,gbif,GBIF:5035408,Ponera pennsylvanica,Animalia,Arthropoda,Hymenoptera,Insecta,Formicidae,Ponera,NA,NA
Prenolepis imparis,gbif,GBIF:1323605,Prenolepis imparis,Animalia,Arthropoda,Hymenoptera,Insecta,Formicidae,Prenolepis,NA,NA
Proceratium silaceum,gbif,GBIF:1320553,Proceratium silaceum,Animalia,Arthropoda,Hymenoptera,Insecta,Formicidae,Proceratium,NA,NA
Protomognathus americanus,gbif,GBIF:1323090,Protomognathus americanus,Animalia,Arthropoda,Hymenoptera,Insecta,Formicidae,Protomognathus,NA,NA
Pyramica rostrata,gbif,GBIF:1321048,Pyramica rostrata,Animalia,Arthropoda,Hymenoptera,Insecta,Formicidae,Pyramica,NA,NA
Solenopsis invicta,gbif,GBIF:5035230,Solenopsis invicta,Animalia,Arthropoda,Hymenoptera,Insecta,Formicidae,Solenopsis,NA,NA
Solenopsis molesta,gbif,GBIF:5035293,Solenopsis molesta,Animalia,Arthropoda,Hymenoptera,Insecta,Formicidae,Solenopsis,NA,NA
Stenamma impar,gbif,GBIF:1316649,Stenamma impar,Animalia,Arthropoda,Hymenoptera,Insecta,Formicidae,Stenamma,NA,NA
Tapinoma sessile,gbif,GBIF:1316799,Tapinoma sessile,Animalia,Arthropoda,Hymenoptera,Insecta,Formicidae,Tapinoma,NA,NA
Technomyrmex brunneus,gbif,GBIF:9349207,Technomyrmex brunneus,Animalia,Arthropoda,Hymenoptera,Insecta,Formicidae,Technomyrmex,NA,NA
Temnothorax curvispinosus,gbif,GBIF:10506146,Temnothorax curvispinosus,Animalia,Arthropoda,Hymenoptera,Insecta,Formicidae,Temnothorax,NA,NA
Temnothorax longispinosus,gbif,GBIF:9840903,Temnothorax longispinosus,Animalia,Arthropoda,Hymenoptera,Insecta,Formicidae,Temnothorax,NA,NA
Temnothorax pergandei,gbif,GBIF:8793704,Temnothorax pergandei,Animalia,Arthropoda,Hymenoptera,Insecta,Formicidae,Temnothorax,NA,NA
Tetramorium bicarinatum,gbif,GBIF:1323402,Tetramorium bicarinatum,Animalia,Arthropoda,Hymenoptera,Insecta,Formicidae,Tetramorium,NA,NA
Tetramorium caespitum,gbif,GBIF:1323381,Tetramorium caespitum,Animalia,Arthropoda,Hymenoptera,Insecta,Formicidae,Tetramorium,NA,NA
Trachymyrmex septentrionalis,gbif,GBIF:1326475,Trachymyrmex septentrionalis,Animalia,Arthropoda,Hymenoptera,Insecta,Formicidae,Trachymyrmex,NA,NA
Proformica ferreri,gbif,GBIF:1321620,Proformica ferreri,Animalia,Arthropoda,Hymenoptera,Insecta,Formicidae,Proformica,NA,NA
Proformica longiseta,gbif,GBIF:1321623,Proformica longiseta,Animalia,Arthropoda,Hymenoptera,Insecta,Formicidae,Proformica,NA,NA
Cataglyphis bicolor,gbif,GBIF:1319669,Cataglyphis bicolor,Animalia,Arthropoda,Hymenoptera,Insecta,Formicidae,Cataglyphis,NA,NA
Formica polyctena,gbif,GBIF:1315169,Formica polyctena,Animalia,Arthropoda,Hymenoptera,Insecta,Formicidae,Formica,NA,NA
Coptotermes formosanus,gbif,GBIF:2007383,Coptotermes formosanus,Animalia,Arthropoda,Blattodea,Insecta,Rhinotermitidae,Coptotermes,NA,NA
Reticulitermes flavipes,gbif,GBIF:2007366,Reticulitermes flavipes,Animalia,Arthropoda,Blattodea,Insecta,Rhinotermitidae,Reticulitermes,NA,NA
Myrmecocystus depilis,gbif,GBIF:1316766,Myrmecocystus depilis,Animalia,Arthropoda,Hymenoptera,Insecta,Formicidae,Myrmecocystus,NA,NA
Myrmecocystus mimicus,gbif,GBIF:1316744,Myrmecocystus mimicus,Animalia,Arthropoda,Hymenoptera,Insecta,Formicidae,Myrmecocystus,NA,NA
Myrmecocystus romainei,gbif,GBIF:1316765,Myrmecocystus romainei,Animalia,Arthropoda,Hymenoptera,Insecta,Formicidae,Myrmecocystus,NA,NA
Drosophila angularis,gbif,GBIF:5074883,Drosophila angularis,Animalia,Arthropoda,Diptera,Insecta,Drosophilidae,Drosophila,NA,NA
Drosophila auraria,gbif,GBIF:5074954,Drosophila auraria,Animalia,Arthropoda,Diptera,Insecta,Drosophilidae,Drosophila,NA,NA
Drosophila biauraria,gbif,GBIF:5075143,Drosophila biauraria,Animalia,Arthropoda,Diptera,Insecta,Drosophilidae,Drosophila,NA,NA
Drosophila bipectinata,gbif,GBIF:5074478,Drosophila bipectinata,Animalia,Arthropoda,Diptera,Insecta,Drosophilidae,Drosophila,NA,NA
Drosophila bizonata,gbif,GBIF:5074784,Drosophila bizonata,Animalia,Arthropoda,Diptera,Insecta,Drosophilidae,Drosophila,NA,NA
Drosophila bocki,gbif,GBIF:5073675,Drosophila bocki,Animalia,Arthropoda,Diptera,Insecta,Drosophilidae,Drosophila,NA,NA
Drosophila brachynephros,gbif,GBIF:5073568,Drosophila brachynephros,Animalia,Arthropoda,Diptera,Insecta,Drosophilidae,Drosophila,NA,NA
Drosophila curvispina,gbif,GBIF:5073768,Drosophila curvispina,Animalia,Arthropoda,Diptera,Insecta,Drosophilidae,Drosophila,NA,NA
Drosophila daruma,gbif,GBIF:5073857,Drosophila daruma,Animalia,Arthropoda,Diptera,Insecta,Drosophilidae,Drosophila,NA,NA
Drosophila elegans,gbif,GBIF:5073640,Drosophila elegans,Animalia,Arthropoda,Diptera,Insecta,Drosophilidae,Drosophila,NA,NA
Drosophila ficusphila,gbif,GBIF:5074761,Drosophila ficusphila,Animalia,Arthropoda,Diptera,Insecta,Drosophilidae,Drosophila,NA,NA
Drosophila kanekoi,gbif,GBIF:5074655,Drosophila kanekoi,Animalia,Arthropoda,Diptera,Insecta,Drosophilidae,Drosophila,NA,NA
Drosophila lacertosa,gbif,GBIF:5074414,Drosophila lacertosa,Animalia,Arthropoda,Diptera,Insecta,Drosophilidae,Drosophila,NA,NA
Drosophila lacteicornis,gbif,GBIF:5074191,Drosophila lacteicornis,Animalia,Arthropoda,Diptera,Insecta,Drosophilidae,Drosophila,NA,NA
Drosophila lutescens,gbif,GBIF:5074779,Drosophila lutescens,Animalia,Arthropoda,Diptera,Insecta,Drosophilidae,Drosophila,NA,NA
Drosophila nigromaculata,gbif,GBIF:5073872,Drosophila nigromaculata,Animalia,Arthropoda,Diptera,Insecta,Drosophilidae,Drosophila,NA,NA
Drosophila orientacea,gbif,GBIF:5073855,Drosophila orientacea,Animalia,Arthropoda,Diptera,Insecta,Drosophilidae,Drosophila,NA,NA
Drosophila quadrilineata,gbif,GBIF:5074399,Drosophila quadrilineata,Animalia,Arthropoda,Diptera,Insecta,Drosophilidae,Drosophila,NA,NA
Drosophila ruberrima,gbif,GBIF:5073970,Drosophila ruberrima,Animalia,Arthropoda,Diptera,Insecta,Drosophilidae,Drosophila,NA,NA
Drosophila rufa,gbif,GBIF:5073878,Drosophila rufa,Animalia,Arthropoda,Diptera,Insecta,Drosophilidae,Drosophila,NA,NA
Drosophila sternopleuralis,gbif,GBIF:5073930,Drosophila sternopleuralis,Animalia,Arthropoda,Diptera,Insecta,Drosophilidae,Drosophila,NA,NA
Drosophila suzukii,gbif,GBIF:5073820,Drosophila suzukii,Animalia,Arthropoda,Diptera,Insecta,Drosophilidae,Drosophila,NA,NA
Drosophila takahashii,gbif,GBIF:5073470,Drosophila takahashii,Animalia,Arthropoda,Diptera,Insecta,Drosophilidae,Drosophila,NA,NA
Drosophila unispina,gbif,GBIF:5073416,Drosophila unispina,Animalia,Arthropoda,Diptera,Insecta,Drosophilidae,Drosophila,NA,NA
Hirtodrosophila histrioides,gbif,GBIF:1560066,Hirtodrosophila histrioides,Animalia,Arthropoda,Diptera,Insecta,Drosophilidae,Hirtodrosophila,NA,NA
Scaptodrosophila bryani,gbif,GBIF:1561708,Scaptodrosophila bryani,Animalia,Arthropoda,Diptera,Insecta,Drosophilidae,Scaptodrosophila,NA,NA
Scaptodrosophila coracina,gbif,GBIF:1561947,Scaptodrosophila coracina,Animalia,Arthropoda,Diptera,Insecta,Drosophilidae,Scaptodrosophila,NA,NA
Scaptodrosophila dorsocentralis,gbif,GBIF:1561668,Scaptodrosophila dorsocentralis,Animalia,Arthropoda,Diptera,Insecta,Drosophilidae,Scaptodrosophila,NA,NA
Pogonomyrmex californicus,gbif,GBIF:1325405,Pogonomyrmex californicus,Animalia,Arthropoda,Hymenoptera,Insecta,Formicidae,Pogonomyrmex,NA,NA
Pogonomyrmex rugosus,gbif,GBIF:1325373,Pogonomyrmex rugosus,Animalia,Arthropoda,Hymenoptera,Insecta,Formicidae,Pogonomyrmex,NA,NA
Anax junius,gbif,GBIF:5051741,Anax junius,Animalia,Arthropoda,Odonata,Insecta,Aeshnidae,Anax,NA,NA
Macromia taeniolata,gbif,GBIF:1429883,Macromia taeniolata,Animalia,Arthropoda,Odonata,Insecta,Corduliidae,Macromia,NA,NA
